region,date,recent_cases
Choa Chu Kang (Central),2015-02-02,3
Choa Chu Kang (Central),2015-02-09,4
Choa Chu Kang (Central),2015-02-16,4
Choa Chu Kang (Central),2015-02-23,1
Choa Chu Kang (Central),2015-03-06,2
Choa Chu Kang (Central),2015-03-09,2
Choa Chu Kang (Central),2015-03-16,5
Choa Chu Kang (Central),2015-03-20,2
Choa Chu Kang (Central),2015-03-23,3
Choa Chu Kang (Central),2015-03-27,3
Choa Chu Kang (Central),2015-03-30,2
Choa Chu Kang (Central),2015-07-03,3
Choa Chu Kang (Central),2015-07-16,2
Choa Chu Kang (Central),2015-08-14,1
Choa Chu Kang (Central),2015-08-17,1
Choa Chu Kang (Central),2015-08-25,2
Choa Chu Kang (Central),2015-08-28,1
Choa Chu Kang (Central),2015-08-31,1
Choa Chu Kang (Central),2015-09-04,1
Choa Chu Kang (Central),2015-09-07,1
Choa Chu Kang (Central),2015-10-09,2
Choa Chu Kang (Central),2015-10-12,2
Choa Chu Kang (Central),2015-10-19,2
Choa Chu Kang (Central),2015-10-26,3
Choa Chu Kang (Central),2015-11-02,1
Choa Chu Kang (Central),2015-11-30,3
Choa Chu Kang (Central),2015-12-07,2
Choa Chu Kang (Central),2015-12-14,2
Choa Chu Kang (Central),2015-12-28,2
Choa Chu Kang (Central),2016-01-04,1
Choa Chu Kang (Central),2016-01-11,6
Choa Chu Kang (Central),2016-01-18,2
Choa Chu Kang (Central),2016-01-26,2
Choa Chu Kang (Central),2016-02-01,4
Choa Chu Kang (Central),2016-02-10,1
Choa Chu Kang (Central),2016-02-15,1
Choa Chu Kang (Central),2016-03-01,10
Choa Chu Kang (Central),2016-03-07,9
Choa Chu Kang (Central),2016-03-14,2
Choa Chu Kang (Central),2016-03-22,1
Choa Chu Kang (Central),2016-03-29,3
Choa Chu Kang (Central),2016-04-18,2
Choa Chu Kang (Central),2016-05-24,2
Choa Chu Kang (Central),2016-05-30,1
Choa Chu Kang (Central),2016-06-06,1
Choa Chu Kang (Central),2016-06-20,1
Choa Chu Kang (Central),2016-07-18,1
Choa Chu Kang (Central),2016-08-16,3
Choa Chu Kang (Central),2016-08-23,5
Choa Chu Kang (Central),2016-08-29,4
Choa Chu Kang (Central),2016-09-05,4
Choa Chu Kang (Central),2016-09-13,3
Choa Chu Kang (Central),2016-09-19,6
Choa Chu Kang (Central),2016-09-26,2
Choa Chu Kang (Central),2016-10-03,1
Choa Chu Kang (Central),2016-10-10,3
Choa Chu Kang (Central),2016-10-17,1
Choa Chu Kang (Central),2017-01-09,1
Choa Chu Kang (Central),2017-02-20,1
Choa Chu Kang (Central),2017-05-08,1
Choa Chu Kang (Central),2017-05-22,2
Choa Chu Kang (Central),2017-05-29,1
Choa Chu Kang (Central),2017-06-05,3
Choa Chu Kang (Central),2017-06-12,2
Choa Chu Kang (Central),2017-06-19,2
Choa Chu Kang (Central),2017-06-28,2
Choa Chu Kang (Central),2017-07-03,3
Choa Chu Kang (Central),2017-07-10,1
Choa Chu Kang (Central),2017-07-24,2
Choa Chu Kang (Central),2017-10-09,3
Choa Chu Kang (Central),2017-12-26,5
Choa Chu Kang (Central),2018-01-02,1
Choa Chu Kang (Central),2018-06-25,1
Choa Chu Kang (Central),2018-07-09,1
Choa Chu Kang (Central),2018-10-08,1
Choa Chu Kang (Central),2018-12-03,2
Choa Chu Kang (Central),2018-12-24,2
Choa Chu Kang (Central),2018-12-31,2
Choa Chu Kang (Central),2019-01-07,2
Choa Chu Kang (Central),2019-01-29,3
Choa Chu Kang (Central),2019-04-03,5
Choa Chu Kang (Central),2019-04-09,3
Choa Chu Kang (Central),2019-04-29,2
Choa Chu Kang (Central),2019-05-13,3
Choa Chu Kang (Central),2019-05-22,13
Choa Chu Kang (Central),2019-05-27,20
Choa Chu Kang (Central),2019-06-03,12
Choa Chu Kang (Central),2019-06-10,19
Choa Chu Kang (Central),2019-06-19,18
Choa Chu Kang (Central),2019-06-26,18
Choa Chu Kang (Central),2019-07-02,13
Choa Chu Kang (Central),2019-07-08,20
Choa Chu Kang (Central),2019-07-16,35
Choa Chu Kang (Central),2019-07-26,42
Choa Chu Kang (Central),2019-08-08,59
Choa Chu Kang (Central),2019-08-16,77
Choa Chu Kang (Central),2019-08-23,74
Choa Chu Kang (Central),2019-08-30,57
Choa Chu Kang (Central),2019-09-06,37
Choa Chu Kang (Central),2019-09-13,29
Choa Chu Kang (Central),2019-09-20,7
Choa Chu Kang (Central),2019-09-27,10
Choa Chu Kang (Central),2019-10-04,13
Choa Chu Kang (Central),2019-10-11,16
Choa Chu Kang (Central),2019-10-18,13
Choa Chu Kang (Central),2019-10-25,4
Choa Chu Kang (Central),2019-11-01,6
Choa Chu Kang (Central),2019-11-08,18
Choa Chu Kang (Central),2019-11-15,21
Choa Chu Kang (Central),2019-11-22,30
Choa Chu Kang (Central),2019-11-29,12
Choa Chu Kang (Central),2019-12-06,10
Choa Chu Kang (Central),2019-12-13,10
Choa Chu Kang (Central),2019-12-20,5
Choa Chu Kang (Central),2019-12-27,8
Choa Chu Kang (Central),2020-01-03,12
Choa Chu Kang (Central),2020-01-10,17
Choa Chu Kang (Central),2020-01-17,6
Choa Chu Kang (Central),2020-01-24,4
Choa Chu Kang (Central),2020-01-31,3
Choa Chu Kang (Central),2020-02-07,8
Choa Chu Kang (Central),2020-02-14,4
Choa Chu Kang (Central),2020-02-21,5
Choa Chu Kang (Central),2020-02-28,4
Choa Chu Kang (Central),2020-03-06,8
Choa Chu Kang (Central),2020-03-13,7
Choa Chu Kang (Central),2020-03-20,10
Choa Chu Kang (Central),2020-03-27,6
Choa Chu Kang (Central),2020-04-03,8
Choa Chu Kang (Central),2020-04-09,6
Choa Chu Kang (Central),2020-04-17,2
Choa Chu Kang (Central),2020-04-24,2
Choa Chu Kang (Central),2020-04-30,6
Choa Chu Kang (Central),2020-05-08,6
Choa Chu Kang (Central),2020-05-15,7
Choa Chu Kang (Central),2020-05-22,11
Choa Chu Kang (Central),2020-05-29,8
Choa Chu Kang (Central),2020-06-05,8
Choa Chu Kang (Central),2020-07-03,28
Choa Chu Kang (Central),2020-08-07,37
Choa Chu Kang (Central),2020-09-18,12
Clementi,2013-07-04,-1
Clementi,2013-07-08,-1
Clementi,2013-08-07,-1
Clementi,2013-09-13,-1
Clementi,2013-10-30,-2
Clementi,2013-11-04,-2
Clementi,2013-11-11,-1
Clementi,2013-11-18,-1
Clementi,2013-12-02,1
Clementi,2014-02-04,1
Clementi,2014-02-14,2
Clementi,2014-07-14,4
Clementi,2014-07-21,2
Clementi,2014-07-25,5
Clementi,2014-07-29,3
Clementi,2014-08-01,11
Clementi,2014-08-05,13
Clementi,2014-08-08,9
Clementi,2014-09-22,3
Clementi,2014-09-26,2
Clementi,2014-09-29,5
Clementi,2014-10-03,6
Clementi,2014-10-07,7
Clementi,2014-10-10,3
Clementi,2014-10-13,3
Clementi,2014-10-17,4
Clementi,2014-11-24,2
Clementi,2014-11-28,1
Clementi,2014-12-01,2
Clementi,2014-12-05,1
Clementi,2014-12-22,2
Clementi,2014-12-26,1
Clementi,2014-12-30,1
Clementi,2015-01-02,1
Clementi,2015-01-26,3
Clementi,2015-02-02,1
Clementi,2015-02-16,4
Clementi,2015-02-23,1
Clementi,2015-02-27,3
Clementi,2015-03-02,3
Clementi,2015-04-02,1
Clementi,2015-04-06,1
Clementi,2015-08-06,2
Clementi,2015-08-11,3
Clementi,2015-08-14,4
Clementi,2015-08-17,1
Clementi,2015-08-21,3
Clementi,2015-08-25,2
Clementi,2015-08-28,3
Clementi,2015-08-31,2
Clementi,2015-09-04,4
Clementi,2015-09-07,4
Clementi,2015-09-10,4
Clementi,2015-09-14,1
Clementi,2015-09-18,2
Clementi,2015-09-25,2
Clementi,2015-09-28,2
Clementi,2015-10-02,3
Clementi,2015-10-05,3
Clementi,2015-10-09,3
Clementi,2015-10-12,3
Clementi,2015-11-09,4
Clementi,2015-11-16,6
Clementi,2015-11-23,2
Clementi,2016-01-26,9
Clementi,2016-02-01,4
Clementi,2016-02-10,2
Clementi,2016-02-15,1
Clementi,2016-02-23,5
Clementi,2016-03-29,1
Clementi,2016-04-04,1
Clementi,2016-04-11,2
Clementi,2016-04-18,1
Clementi,2016-05-03,2
Clementi,2016-05-30,2
Clementi,2016-08-01,1
Clementi,2016-08-10,3
Clementi,2016-08-16,2
Clementi,2016-08-23,5
Clementi,2016-08-29,8
Clementi,2016-09-05,6
Clementi,2016-09-13,2
Clementi,2016-09-19,2
Clementi,2016-09-26,3
Clementi,2016-11-28,1
Clementi,2018-07-02,2
Clementi,2019-01-14,4
Clementi,2019-01-29,3
Clementi,2019-06-10,2
Clementi,2019-06-19,5
Clementi,2019-06-26,2
Clementi,2019-07-16,2
Clementi,2019-07-26,9
Clementi,2019-08-16,3
Clementi,2019-08-30,2
Clementi,2019-09-06,3
Clementi,2019-09-13,3
Clementi,2019-09-20,2
Clementi,2019-10-04,3
Clementi,2019-10-11,4
Clementi,2019-10-18,3
Clementi,2019-10-25,2
Clementi,2019-11-08,4
Clementi,2019-11-15,2
Clementi,2019-11-22,2
Clementi,2019-11-29,4
Clementi,2019-12-06,5
Clementi,2019-12-13,3
Clementi,2019-12-20,4
Clementi,2019-12-27,2
Clementi,2020-01-03,4
Clementi,2020-01-10,8
Clementi,2020-01-17,3
Clementi,2020-01-24,3
Clementi,2020-01-31,2
Clementi,2020-02-07,4
Clementi,2020-02-14,8
Clementi,2020-02-21,11
Clementi,2020-02-28,4
Clementi,2020-03-06,5
Clementi,2020-03-13,2
Clementi,2020-03-20,1
Clementi,2020-04-03,2
Clementi,2020-04-09,2
Clementi,2020-04-17,2
Clementi,2020-05-08,3
Clementi,2020-05-15,3
Clementi,2020-05-22,2
Clementi,2020-07-03,8
Clementi,2020-08-07,5
Clementi,2020-09-18,9
Clementi,2020-11-06,2
Dhoby Ghaut,2013-07-04,-1
Dhoby Ghaut,2013-07-08,-1
Dhoby Ghaut,2013-07-26,-1
Dhoby Ghaut,2013-08-07,-1
Dhoby Ghaut,2013-08-21,-2
Dhoby Ghaut,2013-08-30,-2
Dhoby Ghaut,2013-09-06,-2
Dhoby Ghaut,2013-09-13,-3
Dhoby Ghaut,2013-10-30,-2
Dhoby Ghaut,2013-11-04,-3
Dhoby Ghaut,2013-11-11,-2
Dhoby Ghaut,2013-11-18,-1
Dhoby Ghaut,2013-12-02,4
Dhoby Ghaut,2013-12-09,5
Dhoby Ghaut,2013-12-16,2
Dhoby Ghaut,2013-12-31,2
Dhoby Ghaut,2014-01-10,3
Dhoby Ghaut,2014-01-17,2
Dhoby Ghaut,2014-02-04,7
Dhoby Ghaut,2014-04-04,3
Dhoby Ghaut,2014-05-02,2
Dhoby Ghaut,2014-07-01,3
Dhoby Ghaut,2014-08-05,1
Dhoby Ghaut,2014-08-08,4
Dhoby Ghaut,2014-08-12,1
Dhoby Ghaut,2014-08-15,1
Dhoby Ghaut,2014-09-22,3
Dhoby Ghaut,2014-09-26,7
Dhoby Ghaut,2014-09-29,8
Dhoby Ghaut,2014-10-03,4
Dhoby Ghaut,2014-10-07,4
Dhoby Ghaut,2014-10-10,3
Dhoby Ghaut,2014-10-13,2
Dhoby Ghaut,2014-10-17,4
Dhoby Ghaut,2015-01-12,2
Dhoby Ghaut,2015-02-02,2
Dhoby Ghaut,2015-02-09,1
Dhoby Ghaut,2015-07-16,4
Dhoby Ghaut,2015-08-06,3
Dhoby Ghaut,2015-08-11,3
Dhoby Ghaut,2015-08-14,5
Dhoby Ghaut,2015-08-17,7
Dhoby Ghaut,2015-08-21,5
Dhoby Ghaut,2015-08-25,3
Dhoby Ghaut,2015-08-28,3
Dhoby Ghaut,2015-08-31,2
Dhoby Ghaut,2015-09-04,1
Dhoby Ghaut,2015-09-07,1
Dhoby Ghaut,2015-09-18,9
Dhoby Ghaut,2015-09-22,5
Dhoby Ghaut,2015-09-25,2
Dhoby Ghaut,2015-09-28,2
Dhoby Ghaut,2015-10-02,5
Dhoby Ghaut,2015-10-05,7
Dhoby Ghaut,2015-10-09,4
Dhoby Ghaut,2015-10-12,4
Dhoby Ghaut,2015-10-19,3
Dhoby Ghaut,2015-11-02,5
Dhoby Ghaut,2015-11-09,1
Dhoby Ghaut,2015-11-16,4
Dhoby Ghaut,2015-11-23,2
Dhoby Ghaut,2015-11-30,3
Dhoby Ghaut,2015-12-07,1
Dhoby Ghaut,2015-12-14,3
Dhoby Ghaut,2015-12-21,5
Dhoby Ghaut,2015-12-28,2
Dhoby Ghaut,2016-01-04,1
Dhoby Ghaut,2016-01-11,13
Dhoby Ghaut,2016-01-18,13
Dhoby Ghaut,2016-01-26,15
Dhoby Ghaut,2016-02-01,6
Dhoby Ghaut,2016-02-10,3
Dhoby Ghaut,2016-02-15,3
Dhoby Ghaut,2016-03-01,3
Dhoby Ghaut,2016-03-07,3
Dhoby Ghaut,2016-03-14,1
Dhoby Ghaut,2016-05-03,2
Dhoby Ghaut,2016-07-04,2
Dhoby Ghaut,2016-07-12,8
Dhoby Ghaut,2016-07-18,6
Dhoby Ghaut,2016-07-26,7
Dhoby Ghaut,2016-08-01,7
Dhoby Ghaut,2016-08-10,5
Dhoby Ghaut,2016-08-16,4
Dhoby Ghaut,2016-08-23,2
Dhoby Ghaut,2016-09-13,2
Dhoby Ghaut,2016-10-03,3
Dhoby Ghaut,2016-11-14,1
Dhoby Ghaut,2017-01-23,1
Dhoby Ghaut,2017-06-12,1
Dhoby Ghaut,2019-05-27,3
Dhoby Ghaut,2019-06-19,4
Dhoby Ghaut,2019-06-26,6
Dhoby Ghaut,2019-07-02,2
Dhoby Ghaut,2019-07-08,10
Dhoby Ghaut,2019-07-16,18
Dhoby Ghaut,2019-07-26,19
Dhoby Ghaut,2019-08-08,19
Dhoby Ghaut,2019-08-16,18
Dhoby Ghaut,2019-08-23,4
Dhoby Ghaut,2019-08-30,10
Dhoby Ghaut,2019-09-06,3
Dhoby Ghaut,2019-09-13,7
Dhoby Ghaut,2019-09-20,4
Dhoby Ghaut,2019-10-04,2
Dhoby Ghaut,2020-01-24,2
Dhoby Ghaut,2020-01-31,2
Dhoby Ghaut,2020-02-28,2
Dhoby Ghaut,2020-03-06,2
Dhoby Ghaut,2020-03-13,2
Dhoby Ghaut,2020-03-27,3
Dhoby Ghaut,2020-04-03,3
Dhoby Ghaut,2020-04-30,2
Dhoby Ghaut,2020-05-08,2
Dhoby Ghaut,2020-05-15,4
Dhoby Ghaut,2020-05-22,8
Dhoby Ghaut,2020-05-29,12
Dhoby Ghaut,2020-06-05,28
Dhoby Ghaut,2020-07-03,130
Dhoby Ghaut,2020-08-07,142
Dhoby Ghaut,2020-09-18,34
Dhoby Ghaut,2020-11-06,19
Jurong (East),2013-05-23,-1
Jurong (East),2013-05-27,-1
Jurong (East),2013-06-11,-1
Jurong (East),2013-06-17,-1
Jurong (East),2013-06-24,-3
Jurong (East),2013-07-04,-1
Jurong (East),2013-07-08,-1
Jurong (East),2013-08-21,-2
Jurong (East),2013-08-30,-2
Jurong (East),2013-09-13,-2
Jurong (East),2013-10-30,-3
Jurong (East),2013-11-11,-1
Jurong (East),2013-11-18,-2
Jurong (East),2013-11-25,2
Jurong (East),2013-12-02,2
Jurong (East),2013-12-09,2
Jurong (East),2013-12-24,2
Jurong (East),2013-12-31,4
Jurong (East),2014-01-06,1
Jurong (East),2014-04-14,2
Jurong (East),2014-05-02,1
Jurong (East),2014-06-13,2
Jurong (East),2014-07-01,2
Jurong (East),2014-07-25,2
Jurong (East),2014-10-03,2
Jurong (East),2014-10-07,2
Jurong (East),2014-10-10,1
Jurong (East),2014-10-13,1
Jurong (East),2014-11-24,1
Jurong (East),2014-11-28,1
Jurong (East),2014-12-01,1
Jurong (East),2015-02-02,1
Jurong (East),2015-07-03,4
Jurong (East),2015-07-16,1
Jurong (East),2015-08-06,2
Jurong (East),2015-08-11,1
Jurong (East),2015-08-14,1
Jurong (East),2015-08-21,3
Jurong (East),2015-08-25,3
Jurong (East),2015-08-28,4
Jurong (East),2015-08-31,4
Jurong (East),2015-09-18,2
Jurong (East),2015-09-22,2
Jurong (East),2015-09-25,2
Jurong (East),2015-09-28,2
Jurong (East),2015-10-09,2
Jurong (East),2015-10-12,2
Jurong (East),2015-10-19,1
Jurong (East),2015-10-26,1
Jurong (East),2015-11-23,1
Jurong (East),2015-12-14,2
Jurong (East),2015-12-21,1
Jurong (East),2016-01-04,2
Jurong (East),2016-01-11,2
Jurong (East),2016-01-18,2
Jurong (East),2016-01-26,4
Jurong (East),2016-02-01,2
Jurong (East),2016-02-10,13
Jurong (East),2016-02-15,12
Jurong (East),2016-02-23,9
Jurong (East),2016-03-01,14
Jurong (East),2016-03-07,6
Jurong (East),2016-03-14,1
Jurong (East),2016-03-22,1
Jurong (East),2016-03-29,2
Jurong (East),2016-04-11,1
Jurong (East),2016-04-25,2
Jurong (East),2016-06-06,2
Jurong (East),2016-06-13,1
Jurong (East),2016-11-21,1
Jurong (East),2017-01-03,3
Jurong (East),2017-01-09,1
Jurong (East),2017-01-16,2
Jurong (East),2017-05-22,2
Jurong (East),2017-05-29,2
Jurong (East),2017-06-05,10
Jurong (East),2017-06-12,7
Jurong (East),2017-06-28,3
Jurong (East),2017-07-03,2
Jurong (East),2017-07-17,1
Jurong (East),2017-10-30,2
Jurong (East),2018-07-02,1
Jurong (East),2018-08-13,1
Jurong (East),2018-08-20,2
Jurong (East),2018-09-03,1
Jurong (East),2018-09-17,1
Jurong (East),2018-12-17,4
Jurong (East),2018-12-24,5
Jurong (East),2018-12-31,9
Jurong (East),2019-01-07,15
Jurong (East),2019-01-14,5
Jurong (East),2019-01-21,4
Jurong (East),2019-05-22,3
Jurong (East),2019-05-27,5
Jurong (East),2019-06-03,12
Jurong (East),2019-06-10,9
Jurong (East),2019-06-19,16
Jurong (East),2019-06-26,12
Jurong (East),2019-07-02,9
Jurong (East),2019-07-08,11
Jurong (East),2019-07-16,22
Jurong (East),2019-07-26,13
Jurong (East),2019-08-08,7
Jurong (East),2019-08-16,12
Jurong (East),2019-08-23,2
Jurong (East),2019-08-30,3
Jurong (East),2019-09-06,3
Jurong (East),2019-09-13,3
Jurong (East),2019-09-20,5
Jurong (East),2019-09-27,4
Jurong (East),2019-10-04,6
Jurong (East),2019-10-11,2
Jurong (East),2019-10-18,2
Jurong (East),2019-10-25,5
Jurong (East),2019-11-01,10
Jurong (East),2019-11-08,19
Jurong (East),2019-11-15,20
Jurong (East),2019-11-22,12
Jurong (East),2019-11-29,4
Jurong (East),2019-12-06,1
Jurong (East),2019-12-13,1
Jurong (East),2019-12-20,6
Jurong (East),2019-12-27,5
Jurong (East),2020-01-03,7
Jurong (East),2020-01-10,12
Jurong (East),2020-01-17,9
Jurong (East),2020-01-24,7
Jurong (East),2020-01-31,4
Jurong (East),2020-02-07,2
Jurong (East),2020-02-14,2
Jurong (East),2020-02-21,3
Jurong (East),2020-02-28,9
Jurong (East),2020-03-06,6
Jurong (East),2020-03-13,2
Jurong (East),2020-03-20,1
Jurong (East),2020-04-03,2
Jurong (East),2020-04-17,2
Jurong (East),2020-04-24,3
Jurong (East),2020-04-30,3
Jurong (East),2020-05-08,2
Jurong (East),2020-05-15,3
Jurong (East),2020-05-29,2
Jurong (East),2020-06-05,2
Jurong (East),2020-07-03,2
Jurong (East),2020-08-07,14
Jurong (East),2020-09-18,9
Jurong (East),2020-11-06,5
Jurong (West),2013-05-23,-2
Jurong (West),2013-05-27,-2
Jurong (West),2013-06-11,-3
Jurong (West),2013-06-17,-3
Jurong (West),2013-06-24,-5
Jurong (West),2013-07-04,-4
Jurong (West),2013-07-08,-5
Jurong (West),2013-07-18,-5
Jurong (West),2013-07-26,-3
Jurong (West),2013-08-07,-3
Jurong (West),2013-08-13,-3
Jurong (West),2013-08-21,-1
Jurong (West),2013-08-30,-2
Jurong (West),2013-09-06,-5
Jurong (West),2013-09-13,-5
Jurong (West),2013-10-30,-3
Jurong (West),2013-11-04,-2
Jurong (West),2013-11-11,-1
Jurong (West),2013-11-18,-1
Jurong (West),2013-11-25,9
Jurong (West),2013-12-09,2
Jurong (West),2013-12-16,13
Jurong (West),2013-12-24,14
Jurong (West),2013-12-31,11
Jurong (West),2014-01-06,10
Jurong (West),2014-01-10,32
Jurong (West),2014-01-17,24
Jurong (West),2014-02-04,4
Jurong (West),2014-02-14,11
Jurong (West),2014-03-04,3
Jurong (West),2014-03-14,5
Jurong (West),2014-04-04,3
Jurong (West),2014-04-14,5
Jurong (West),2014-05-02,3
Jurong (West),2014-06-13,5
Jurong (West),2014-07-01,2
Jurong (West),2014-07-14,15
Jurong (West),2014-07-21,5
Jurong (West),2014-07-25,18
Jurong (West),2014-07-29,12
Jurong (West),2014-08-01,5
Jurong (West),2014-08-05,11
Jurong (West),2014-08-08,4
Jurong (West),2014-08-12,3
Jurong (West),2014-08-15,9
Jurong (West),2014-09-22,3
Jurong (West),2014-09-26,12
Jurong (West),2014-09-29,9
Jurong (West),2014-10-03,22
Jurong (West),2014-10-07,17
Jurong (West),2014-10-10,20
Jurong (West),2014-10-13,17
Jurong (West),2014-10-17,12
Jurong (West),2014-11-24,1
Jurong (West),2014-11-28,3
Jurong (West),2014-12-01,3
Jurong (West),2014-12-05,5
Jurong (West),2014-12-09,1
Jurong (West),2014-12-12,2
Jurong (West),2014-12-15,4
Jurong (West),2014-12-19,3
Jurong (West),2014-12-22,1
Jurong (West),2014-12-30,2
Jurong (West),2015-01-02,1
Jurong (West),2015-01-07,9
Jurong (West),2015-01-09,12
Jurong (West),2015-01-12,9
Jurong (West),2015-01-19,4
Jurong (West),2015-01-26,3
Jurong (West),2015-02-02,4
Jurong (West),2015-02-09,6
Jurong (West),2015-02-16,1
Jurong (West),2015-02-27,2
Jurong (West),2015-03-02,2
Jurong (West),2015-03-06,8
Jurong (West),2015-03-09,5
Jurong (West),2015-03-20,2
Jurong (West),2015-03-23,2
Jurong (West),2015-03-27,1
Jurong (West),2015-04-02,2
Jurong (West),2015-04-06,2
Jurong (West),2015-04-10,1
Jurong (West),2015-04-13,1
Jurong (West),2015-07-03,3
Jurong (West),2015-08-06,8
Jurong (West),2015-08-11,4
Jurong (West),2015-08-14,3
Jurong (West),2015-08-17,3
Jurong (West),2015-08-28,3
Jurong (West),2015-08-31,2
Jurong (West),2015-09-04,4
Jurong (West),2015-09-07,2
Jurong (West),2015-09-10,3
Jurong (West),2015-09-14,2
Jurong (West),2015-09-18,7
Jurong (West),2015-09-22,3
Jurong (West),2015-09-25,6
Jurong (West),2015-09-28,4
Jurong (West),2015-10-02,4
Jurong (West),2015-10-05,4
Jurong (West),2015-10-09,4
Jurong (West),2015-10-12,6
Jurong (West),2015-10-19,1
Jurong (West),2015-10-26,2
Jurong (West),2015-11-02,8
Jurong (West),2015-11-09,4
Jurong (West),2015-11-23,3
Jurong (West),2015-11-30,2
Jurong (West),2015-12-07,1
Jurong (West),2015-12-14,4
Jurong (West),2015-12-21,11
Jurong (West),2015-12-28,3
Jurong (West),2016-01-04,5
Jurong (West),2016-01-11,12
Jurong (West),2016-01-18,22
Jurong (West),2016-01-26,33
Jurong (West),2016-02-01,20
Jurong (West),2016-02-10,17
Jurong (West),2016-02-15,16
Jurong (West),2016-02-23,26
Jurong (West),2016-03-01,25
Jurong (West),2016-03-07,20
Jurong (West),2016-03-14,11
Jurong (West),2016-03-22,5
Jurong (West),2016-03-29,1
Jurong (West),2016-04-04,2
Jurong (West),2016-04-11,6
Jurong (West),2016-04-18,2
Jurong (West),2016-05-09,2
Jurong (West),2016-05-30,2
Jurong (West),2016-06-13,2
Jurong (West),2016-06-20,2
Jurong (West),2016-08-10,7
Jurong (West),2016-08-23,4
Jurong (West),2016-08-29,7
Jurong (West),2016-09-05,13
Jurong (West),2016-09-13,7
Jurong (West),2016-09-19,3
Jurong (West),2016-09-26,3
Jurong (West),2016-10-03,5
Jurong (West),2016-10-10,2
Jurong (West),2016-10-17,3
Jurong (West),2016-11-21,1
Jurong (West),2016-12-05,1
Jurong (West),2017-02-13,1
Jurong (West),2017-05-15,2
Jurong (West),2017-05-22,1
Jurong (West),2017-06-05,4
Jurong (West),2017-06-12,3
Jurong (West),2017-06-19,2
Jurong (West),2017-06-28,9
Jurong (West),2017-07-03,7
Jurong (West),2017-07-17,1
Jurong (West),2017-09-18,2
Jurong (West),2017-09-25,1
Jurong (West),2017-10-09,1
Jurong (West),2018-01-11,2
Jurong (West),2018-01-15,2
Jurong (West),2018-02-05,1
Jurong (West),2018-03-26,1
Jurong (West),2018-04-02,1
Jurong (West),2018-04-09,4
Jurong (West),2018-04-16,4
Jurong (West),2018-04-23,11
Jurong (West),2018-04-30,17
Jurong (West),2018-05-07,27
Jurong (West),2018-05-14,20
Jurong (West),2018-05-21,8
Jurong (West),2018-05-28,9
Jurong (West),2018-06-04,2
Jurong (West),2018-06-11,2
Jurong (West),2018-06-18,2
Jurong (West),2018-06-25,1
Jurong (West),2018-07-02,4
Jurong (West),2018-07-09,2
Jurong (West),2018-07-23,1
Jurong (West),2018-09-25,2
Jurong (West),2018-10-01,2
Jurong (West),2018-10-15,1
Jurong (West),2018-11-05,1
Jurong (West),2018-11-26,1
Jurong (West),2018-12-03,2
Jurong (West),2018-12-10,2
Jurong (West),2018-12-17,6
Jurong (West),2018-12-24,3
Jurong (West),2018-12-31,8
Jurong (West),2019-01-07,14
Jurong (West),2019-01-14,24
Jurong (West),2019-01-21,24
Jurong (West),2019-01-29,12
Jurong (West),2019-04-03,3
Jurong (West),2019-04-23,1
Jurong (West),2019-05-13,2
Jurong (West),2019-05-22,10
Jurong (West),2019-05-27,12
Jurong (West),2019-06-03,7
Jurong (West),2019-06-10,12
Jurong (West),2019-06-19,23
Jurong (West),2019-06-26,26
Jurong (West),2019-07-02,16
Jurong (West),2019-07-08,22
Jurong (West),2019-07-16,30
Jurong (West),2019-07-26,36
Jurong (West),2019-08-08,15
Jurong (West),2019-08-16,15
Jurong (West),2019-08-23,17
Jurong (West),2019-08-30,12
Jurong (West),2019-09-06,5
Jurong (West),2019-09-13,2
Jurong (West),2019-09-20,17
Jurong (West),2019-09-27,13
Jurong (West),2019-10-04,9
Jurong (West),2019-10-11,11
Jurong (West),2019-10-18,11
Jurong (West),2019-10-25,10
Jurong (West),2019-11-01,12
Jurong (West),2019-11-08,31
Jurong (West),2019-11-15,46
Jurong (West),2019-11-22,47
Jurong (West),2019-11-29,40
Jurong (West),2019-12-06,23
Jurong (West),2019-12-13,7
Jurong (West),2019-12-20,10
Jurong (West),2019-12-27,12
Jurong (West),2020-01-03,11
Jurong (West),2020-01-10,24
Jurong (West),2020-01-17,17
Jurong (West),2020-01-24,18
Jurong (West),2020-01-31,33
Jurong (West),2020-02-07,37
Jurong (West),2020-02-14,47
Jurong (West),2020-02-21,64
Jurong (West),2020-02-28,60
Jurong (West),2020-03-06,61
Jurong (West),2020-03-13,63
Jurong (West),2020-03-20,60
Jurong (West),2020-03-27,40
Jurong (West),2020-04-03,25
Jurong (West),2020-04-09,18
Jurong (West),2020-04-17,12
Jurong (West),2020-04-24,15
Jurong (West),2020-04-30,19
Jurong (West),2020-05-08,9
Jurong (West),2020-05-15,5
Jurong (West),2020-05-22,8
Jurong (West),2020-05-29,5
Jurong (West),2020-06-05,11
Jurong (West),2020-07-03,23
Jurong (West),2020-08-07,41
Jurong (West),2020-09-18,39
Jurong (West),2020-11-06,29
Jurong Island,2016-02-23,13
Jurong Island,2016-03-01,11
Jurong Island,2016-03-07,5
Jurong Island,2016-03-14,1
Jurong Island,2016-03-22,1
Jurong Island,2018-09-03,2
Jurong Island,2018-09-10,1
Jurong Island,2020-02-14,3
Jurong Island,2020-02-21,3
Jurong Island,2020-02-28,5
Jurong Island,2020-03-06,2
