region,date,recent_cases
Buangkok,2020-09-18,115
Buangkok,2020-11-06,53
Bukit Panjang,2013-05-23,-1
Bukit Panjang,2013-05-27,-1
Bukit Panjang,2013-06-11,-5
Bukit Panjang,2013-06-17,-5
Bukit Panjang,2013-06-24,-3
Bukit Panjang,2013-07-04,-3
Bukit Panjang,2013-07-08,-4
Bukit Panjang,2013-07-18,-3
Bukit Panjang,2013-07-26,-2
Bukit Panjang,2013-08-07,-1
Bukit Panjang,2013-08-13,-2
Bukit Panjang,2013-08-21,-3
Bukit Panjang,2013-08-30,-2
Bukit Panjang,2013-09-06,-1
Bukit Panjang,2013-09-13,-1
Bukit Panjang,2013-10-30,-4
Bukit Panjang,2013-11-04,-3
Bukit Panjang,2013-11-18,-2
Bukit Panjang,2013-11-25,9
Bukit Panjang,2013-12-02,1
Bukit Panjang,2013-12-09,2
Bukit Panjang,2013-12-16,12
Bukit Panjang,2013-12-24,5
Bukit Panjang,2014-01-06,3
Bukit Panjang,2014-01-10,5
Bukit Panjang,2014-01-17,4
Bukit Panjang,2014-02-04,2
Bukit Panjang,2014-03-04,1
Bukit Panjang,2014-03-14,2
Bukit Panjang,2014-04-04,3
Bukit Panjang,2014-04-14,1
Bukit Panjang,2014-06-03,2
Bukit Panjang,2014-06-13,5
Bukit Panjang,2014-07-14,16
Bukit Panjang,2014-07-21,3
Bukit Panjang,2014-07-25,21
Bukit Panjang,2014-07-29,19
Bukit Panjang,2014-08-01,25
Bukit Panjang,2014-08-05,17
Bukit Panjang,2014-08-08,9
Bukit Panjang,2014-08-12,11
Bukit Panjang,2014-08-15,11
Bukit Panjang,2014-09-22,32
Bukit Panjang,2014-09-26,26
Bukit Panjang,2014-09-29,19
Bukit Panjang,2014-10-03,16
Bukit Panjang,2014-10-07,11
Bukit Panjang,2014-10-10,9
Bukit Panjang,2014-10-13,5
Bukit Panjang,2014-10-17,11
Bukit Panjang,2014-11-24,3
Bukit Panjang,2014-11-28,3
Bukit Panjang,2014-12-01,2
Bukit Panjang,2014-12-05,1
Bukit Panjang,2014-12-09,2
Bukit Panjang,2014-12-19,2
Bukit Panjang,2014-12-22,1
Bukit Panjang,2014-12-26,1
Bukit Panjang,2014-12-30,1
Bukit Panjang,2015-01-19,7
Bukit Panjang,2015-01-26,2
Bukit Panjang,2015-02-02,5
Bukit Panjang,2015-02-09,2
Bukit Panjang,2015-02-16,3
Bukit Panjang,2015-02-23,1
Bukit Panjang,2015-03-27,2
Bukit Panjang,2015-03-30,2
Bukit Panjang,2015-04-02,2
Bukit Panjang,2015-04-06,1
Bukit Panjang,2015-04-17,2
Bukit Panjang,2015-07-16,1
Bukit Panjang,2015-08-14,5
Bukit Panjang,2015-08-17,3
Bukit Panjang,2015-08-28,2
Bukit Panjang,2015-08-31,2
Bukit Panjang,2015-09-04,1
Bukit Panjang,2015-09-07,1
Bukit Panjang,2015-09-10,6
Bukit Panjang,2015-09-14,6
Bukit Panjang,2015-09-18,2
Bukit Panjang,2015-09-22,5
Bukit Panjang,2015-09-25,4
Bukit Panjang,2015-09-28,2
Bukit Panjang,2015-10-09,1
Bukit Panjang,2015-10-12,1
Bukit Panjang,2015-10-19,3
Bukit Panjang,2015-10-26,2
Bukit Panjang,2015-11-23,1
Bukit Panjang,2015-11-30,3
Bukit Panjang,2015-12-07,3
Bukit Panjang,2015-12-14,3
Bukit Panjang,2015-12-21,2
Bukit Panjang,2015-12-28,8
Bukit Panjang,2016-01-04,6
Bukit Panjang,2016-01-11,15
Bukit Panjang,2016-01-18,19
Bukit Panjang,2016-01-26,11
Bukit Panjang,2016-02-01,6
Bukit Panjang,2016-02-10,6
Bukit Panjang,2016-02-15,10
Bukit Panjang,2016-02-23,4
Bukit Panjang,2016-03-01,12
Bukit Panjang,2016-03-07,7
Bukit Panjang,2016-03-14,1
Bukit Panjang,2016-03-22,2
Bukit Panjang,2016-04-25,4
Bukit Panjang,2016-05-03,1
Bukit Panjang,2016-05-24,4
Bukit Panjang,2016-05-30,5
Bukit Panjang,2016-06-06,2
Bukit Panjang,2016-06-13,2
Bukit Panjang,2016-06-30,2
Bukit Panjang,2016-07-04,1
Bukit Panjang,2016-07-12,2
Bukit Panjang,2016-07-18,2
Bukit Panjang,2016-07-26,5
Bukit Panjang,2016-08-01,5
Bukit Panjang,2016-08-10,4
Bukit Panjang,2016-08-16,3
Bukit Panjang,2016-08-23,6
Bukit Panjang,2016-08-29,12
Bukit Panjang,2016-09-05,12
Bukit Panjang,2016-09-13,7
Bukit Panjang,2016-09-19,8
Bukit Panjang,2016-09-26,6
Bukit Panjang,2016-10-03,3
Bukit Panjang,2016-10-10,2
Bukit Panjang,2016-10-24,5
Bukit Panjang,2016-10-31,1
Bukit Panjang,2016-12-05,8
Bukit Panjang,2016-12-12,7
Bukit Panjang,2016-12-19,4
Bukit Panjang,2016-12-27,8
Bukit Panjang,2017-01-03,2
Bukit Panjang,2017-01-09,2
Bukit Panjang,2017-01-23,1
Bukit Panjang,2017-01-31,2
Bukit Panjang,2017-02-06,2
Bukit Panjang,2017-02-13,1
Bukit Panjang,2017-05-22,1
Bukit Panjang,2017-07-24,2
Bukit Panjang,2017-09-04,1
Bukit Panjang,2017-09-11,1
Bukit Panjang,2017-11-06,1
Bukit Panjang,2018-01-22,4
Bukit Panjang,2018-02-12,4
Bukit Panjang,2018-02-19,6
Bukit Panjang,2018-02-26,4
Bukit Panjang,2018-03-05,4
Bukit Panjang,2018-03-12,4
Bukit Panjang,2018-03-20,1
Bukit Panjang,2018-04-09,4
Bukit Panjang,2018-04-16,2
Bukit Panjang,2018-04-23,1
Bukit Panjang,2018-04-30,8
Bukit Panjang,2018-05-07,4
Bukit Panjang,2018-05-14,2
Bukit Panjang,2018-05-21,3
Bukit Panjang,2018-05-28,4
Bukit Panjang,2018-06-04,2
Bukit Panjang,2018-06-11,2
Bukit Panjang,2018-06-18,6
Bukit Panjang,2018-06-25,1
Bukit Panjang,2018-07-23,1
Bukit Panjang,2018-07-30,3
Bukit Panjang,2018-08-13,1
Bukit Panjang,2018-08-20,4
Bukit Panjang,2018-09-03,1
Bukit Panjang,2018-09-10,2
Bukit Panjang,2018-10-15,4
Bukit Panjang,2018-10-22,1
Bukit Panjang,2018-11-16,10
Bukit Panjang,2018-11-19,7
Bukit Panjang,2018-11-26,12
Bukit Panjang,2018-12-03,7
Bukit Panjang,2018-12-10,14
Bukit Panjang,2018-12-17,5
Bukit Panjang,2018-12-24,4
Bukit Panjang,2018-12-31,5
Bukit Panjang,2019-01-07,10
Bukit Panjang,2019-01-14,12
Bukit Panjang,2019-01-21,7
Bukit Panjang,2019-01-29,15
Bukit Panjang,2019-04-03,3
Bukit Panjang,2019-04-09,1
Bukit Panjang,2019-05-22,2
Bukit Panjang,2019-05-27,4
Bukit Panjang,2019-06-10,3
Bukit Panjang,2019-06-26,2
Bukit Panjang,2019-07-02,2
Bukit Panjang,2019-07-08,13
Bukit Panjang,2019-07-16,10
Bukit Panjang,2019-07-26,24
Bukit Panjang,2019-08-08,18
Bukit Panjang,2019-08-16,25
Bukit Panjang,2019-08-23,20
Bukit Panjang,2019-08-30,27
Bukit Panjang,2019-09-06,7
Bukit Panjang,2019-09-13,9
Bukit Panjang,2019-09-20,12
Bukit Panjang,2019-09-27,18
Bukit Panjang,2019-10-04,14
Bukit Panjang,2019-10-11,18
Bukit Panjang,2019-10-18,3
Bukit Panjang,2019-10-25,6
Bukit Panjang,2019-11-01,19
Bukit Panjang,2019-11-08,14
Bukit Panjang,2019-11-15,22
Bukit Panjang,2019-11-22,31
Bukit Panjang,2019-11-29,21
Bukit Panjang,2019-12-06,23
Bukit Panjang,2019-12-13,40
Bukit Panjang,2019-12-20,39
Bukit Panjang,2019-12-27,45
Bukit Panjang,2020-01-03,33
Bukit Panjang,2020-01-10,42
Bukit Panjang,2020-01-17,47
Bukit Panjang,2020-01-24,38
Bukit Panjang,2020-01-31,38
Bukit Panjang,2020-02-07,42
Bukit Panjang,2020-02-14,44
Bukit Panjang,2020-02-21,63
Bukit Panjang,2020-02-28,56
Bukit Panjang,2020-03-06,49
Bukit Panjang,2020-03-13,60
Bukit Panjang,2020-03-20,67
Bukit Panjang,2020-03-27,74
Bukit Panjang,2020-04-03,68
Bukit Panjang,2020-04-09,67
Bukit Panjang,2020-04-17,66
Bukit Panjang,2020-04-24,54
Bukit Panjang,2020-04-30,56
Bukit Panjang,2020-05-08,55
Bukit Panjang,2020-05-15,69
Bukit Panjang,2020-05-22,58
Bukit Panjang,2020-05-29,42
Bukit Panjang,2020-06-05,50
Bukit Panjang,2020-07-03,156
Bukit Panjang,2020-08-07,108
Bukit Panjang,2020-09-18,38
Bukit Panjang,2020-11-06,18
Bukit Timah,2013-05-23,-1
Bukit Timah,2013-05-27,-1
Bukit Timah,2013-06-11,-1
Bukit Timah,2013-07-18,-1
Bukit Timah,2013-11-04,-1
Bukit Timah,2013-11-18,-2
Bukit Timah,2013-11-25,6
Bukit Timah,2013-12-02,8
Bukit Timah,2013-12-09,3
Bukit Timah,2014-01-10,2
Bukit Timah,2014-01-17,2
Bukit Timah,2014-02-04,8
Bukit Timah,2014-02-14,1
Bukit Timah,2014-04-14,10
Bukit Timah,2014-05-02,44
Bukit Timah,2014-05-12,21
Bukit Timah,2014-06-03,18
Bukit Timah,2014-06-13,5
Bukit Timah,2014-07-14,2
Bukit Timah,2015-07-03,6
Bukit Timah,2015-07-16,5
Bukit Timah,2015-08-14,2
Bukit Timah,2015-08-17,1
Bukit Timah,2015-09-14,2
Bukit Timah,2015-09-18,1
Bukit Timah,2015-10-09,4
Bukit Timah,2015-10-12,2
Bukit Timah,2015-11-09,2
Bukit Timah,2016-01-18,2
Bukit Timah,2016-01-26,5
Bukit Timah,2016-02-01,2
Bukit Timah,2016-02-15,2
Bukit Timah,2016-02-23,1
Bukit Timah,2016-03-01,1
Bukit Timah,2016-03-07,2
Bukit Timah,2016-03-14,2
Bukit Timah,2016-04-11,1
Bukit Timah,2016-08-23,4
Bukit Timah,2016-09-05,2
Bukit Timah,2016-09-26,2
Bukit Timah,2017-11-27,2
Bukit Timah,2018-10-22,2
Bukit Timah,2018-10-29,3
Bukit Timah,2019-05-13,2
Bukit Timah,2019-06-10,1
Bukit Timah,2019-07-16,2
Bukit Timah,2019-07-26,13
Bukit Timah,2019-08-08,14
Bukit Timah,2019-08-16,19
Bukit Timah,2019-08-23,14
Bukit Timah,2019-08-30,20
Bukit Timah,2019-09-06,24
Bukit Timah,2019-09-13,24
Bukit Timah,2019-09-20,8
Bukit Timah,2019-10-04,4
Bukit Timah,2019-12-13,2
Bukit Timah,2019-12-20,2
Bukit Timah,2020-01-10,2
Bukit Timah,2020-01-17,2
Bukit Timah,2020-02-07,3
Bukit Timah,2020-02-14,6
Bukit Timah,2020-03-13,2
Bukit Timah,2020-03-27,3
Bukit Timah,2020-05-08,2
Bukit Timah,2020-05-15,2
Bukit Timah,2020-05-29,3
Bukit Timah,2020-07-03,2
Bukit Timah,2020-08-07,3
Bukit Timah,2020-09-18,5
Bukit Timah,2020-11-06,8
Buona Vista,2013-09-06,-1
Buona Vista,2013-12-02,1
Buona Vista,2014-01-17,2
Buona Vista,2014-03-04,2
Buona Vista,2014-06-03,2
Buona Vista,2015-04-17,1
Buona Vista,2015-07-03,3
Buona Vista,2015-12-07,2
Buona Vista,2015-12-14,1
Buona Vista,2016-01-04,1
Buona Vista,2016-01-26,5
Buona Vista,2016-02-01,2
Buona Vista,2016-02-10,2
Buona Vista,2016-02-23,1
Buona Vista,2016-03-01,1
Buona Vista,2018-06-25,1
Buona Vista,2019-01-07,2
Buona Vista,2019-06-26,2
Buona Vista,2019-07-02,5
Buona Vista,2019-07-08,6
Buona Vista,2019-07-16,12
Buona Vista,2019-07-26,18
Buona Vista,2019-08-08,17
Buona Vista,2019-08-16,20
Buona Vista,2019-08-23,12
Buona Vista,2019-08-30,22
Buona Vista,2019-09-06,24
Buona Vista,2019-09-13,24
Buona Vista,2019-09-20,8
Buona Vista,2019-10-04,4
Buona Vista,2019-11-08,2
Buona Vista,2020-01-03,2
Buona Vista,2020-01-10,2
Buona Vista,2020-01-24,2
Buona Vista,2020-01-31,1
Buona Vista,2020-02-21,4
Buona Vista,2020-05-08,2
Buona Vista,2020-05-15,3
Buona Vista,2020-05-22,3
Buona Vista,2020-06-05,2
Buona Vista,2020-07-03,2
Buona Vista,2020-08-07,11
Buona Vista,2020-09-18,6
Buona Vista,2020-11-06,2
Chai Chee,2013-05-23,-5
Chai Chee,2013-05-27,-5
Chai Chee,2013-06-11,-1
Chai Chee,2013-06-17,-4
Chai Chee,2013-06-24,-4
Chai Chee,2013-07-04,-10
Chai Chee,2013-07-08,-11
Chai Chee,2013-07-18,-11
Chai Chee,2013-07-26,-9
Chai Chee,2013-08-07,-3
Chai Chee,2013-08-13,-3
Chai Chee,2013-08-21,-4
Chai Chee,2013-08-30,-2
Chai Chee,2013-09-06,-7
Chai Chee,2013-09-13,-4
Chai Chee,2013-10-30,-8
Chai Chee,2013-11-04,-8
Chai Chee,2013-11-11,-5
Chai Chee,2013-11-18,-4
Chai Chee,2013-11-25,2
Chai Chee,2013-12-02,10
Chai Chee,2013-12-16,4
Chai Chee,2013-12-24,5
Chai Chee,2013-12-31,13
Chai Chee,2014-01-06,11
Chai Chee,2014-01-10,22
Chai Chee,2014-01-17,14
Chai Chee,2014-02-04,16
Chai Chee,2014-02-14,12
Chai Chee,2014-03-04,16
Chai Chee,2014-03-14,19
Chai Chee,2014-04-04,27
Chai Chee,2014-04-14,7
Chai Chee,2014-05-02,2
Chai Chee,2014-05-12,4
Chai Chee,2014-06-03,13
Chai Chee,2014-06-13,18
Chai Chee,2014-07-01,20
Chai Chee,2014-07-14,32
Chai Chee,2014-07-21,23
Chai Chee,2014-07-25,18
Chai Chee,2014-07-29,15
Chai Chee,2014-08-01,20
Chai Chee,2014-08-05,28
Chai Chee,2014-08-08,36
Chai Chee,2014-08-12,16
Chai Chee,2014-08-15,20
Chai Chee,2014-09-22,13
Chai Chee,2014-09-26,20
Chai Chee,2014-09-29,15
Chai Chee,2014-10-03,31
Chai Chee,2014-10-07,12
Chai Chee,2014-10-10,21
Chai Chee,2014-10-13,9
Chai Chee,2014-10-17,23
Chai Chee,2014-11-24,11
Chai Chee,2014-11-28,3
Chai Chee,2014-12-01,3
Chai Chee,2014-12-05,3
Chai Chee,2014-12-09,4
Chai Chee,2014-12-12,12
Chai Chee,2014-12-15,11
Chai Chee,2014-12-19,9
Chai Chee,2014-12-22,7
Chai Chee,2014-12-26,1
Chai Chee,2014-12-30,2
Chai Chee,2015-01-02,2
Chai Chee,2015-01-07,5
Chai Chee,2015-01-09,6
Chai Chee,2015-01-12,5
Chai Chee,2015-01-19,9
Chai Chee,2015-01-26,8
Chai Chee,2015-02-02,13
Chai Chee,2015-02-09,16
Chai Chee,2015-02-16,19
Chai Chee,2015-02-23,8
Chai Chee,2015-02-27,2
Chai Chee,2015-03-02,12
Chai Chee,2015-03-06,13
Chai Chee,2015-03-09,7
Chai Chee,2015-03-16,12
Chai Chee,2015-03-20,3
Chai Chee,2015-03-23,2
Chai Chee,2015-03-30,2
Chai Chee,2015-04-06,2
Chai Chee,2015-04-10,1
Chai Chee,2015-04-17,2
Chai Chee,2015-07-03,6
Chai Chee,2015-07-16,13
Chai Chee,2015-08-06,15
Chai Chee,2015-08-11,8
Chai Chee,2015-08-14,18
Chai Chee,2015-08-17,12
Chai Chee,2015-08-21,11
Chai Chee,2015-08-25,13
Chai Chee,2015-08-28,29
Chai Chee,2015-08-31,29
Chai Chee,2015-09-04,28
Chai Chee,2015-09-07,23
Chai Chee,2015-09-10,23
Chai Chee,2015-09-14,15
Chai Chee,2015-09-18,22
Chai Chee,2015-09-22,28
Chai Chee,2015-09-25,16
Chai Chee,2015-09-28,14
Chai Chee,2015-10-02,19
Chai Chee,2015-10-05,19
Chai Chee,2015-10-09,17
Chai Chee,2015-10-12,20
Chai Chee,2015-10-19,24
Chai Chee,2015-10-26,15
Chai Chee,2015-11-02,20
Chai Chee,2015-11-09,22
Chai Chee,2015-11-16,28
Chai Chee,2015-11-23,11
Chai Chee,2015-11-30,18
Chai Chee,2015-12-07,20
Chai Chee,2015-12-14,22
Chai Chee,2015-12-21,30
Chai Chee,2015-12-28,26
Chai Chee,2016-01-04,36
Chai Chee,2016-01-11,51
Chai Chee,2016-01-18,96
Chai Chee,2016-01-26,79
Chai Chee,2016-02-01,66
Chai Chee,2016-02-10,51
Chai Chee,2016-02-15,46
Chai Chee,2016-02-23,64
Chai Chee,2016-03-01,39
Chai Chee,2016-03-07,34
Chai Chee,2016-03-14,36
Chai Chee,2016-03-22,39
Chai Chee,2016-03-29,27
Chai Chee,2016-04-04,20
Chai Chee,2016-04-11,16
Chai Chee,2016-04-18,11
Chai Chee,2016-04-25,11
Chai Chee,2016-05-03,21
Chai Chee,2016-05-09,19
Chai Chee,2016-05-24,17
Chai Chee,2016-05-30,15
Chai Chee,2016-06-06,13
Chai Chee,2016-06-13,11
Chai Chee,2016-06-20,24
Chai Chee,2016-06-30,68
Chai Chee,2016-07-04,48
Chai Chee,2016-07-12,52
Chai Chee,2016-07-18,38
Chai Chee,2016-07-26,55
Chai Chee,2016-08-01,47
Chai Chee,2016-08-10,37
Chai Chee,2016-08-16,39
Chai Chee,2016-08-23,37
Chai Chee,2016-08-29,34
Chai Chee,2016-09-05,46
Chai Chee,2016-09-13,35
Chai Chee,2016-09-19,38
Chai Chee,2016-09-26,19
Chai Chee,2016-10-03,19
Chai Chee,2016-10-10,16
Chai Chee,2016-10-17,14
Chai Chee,2016-10-24,10
Chai Chee,2016-10-31,3
Chai Chee,2016-11-07,4
Chai Chee,2016-11-14,2
Chai Chee,2016-11-21,4
Chai Chee,2016-11-28,3
Chai Chee,2016-12-05,6
Chai Chee,2017-02-13,1
Chai Chee,2017-02-20,1
Chai Chee,2017-02-27,1
Chai Chee,2017-04-03,5
Chai Chee,2017-04-10,3
Chai Chee,2017-04-17,3
Chai Chee,2017-04-24,1
Chai Chee,2017-05-15,4
Chai Chee,2017-05-22,3
Chai Chee,2017-05-29,8
Chai Chee,2017-06-05,3
Chai Chee,2017-06-19,7
Chai Chee,2017-06-28,4
Chai Chee,2017-07-03,3
Chai Chee,2017-07-10,4
Chai Chee,2017-07-17,7
Chai Chee,2017-07-24,3
Chai Chee,2017-07-31,1
Chai Chee,2017-08-10,2
Chai Chee,2017-08-14,3
Chai Chee,2017-08-21,2
Chai Chee,2017-08-29,2
Chai Chee,2017-09-04,2
Chai Chee,2017-09-11,3
Chai Chee,2017-10-02,2
Chai Chee,2017-10-09,7
Chai Chee,2017-10-16,8
Chai Chee,2017-10-23,15
Chai Chee,2017-10-30,13
Chai Chee,2017-11-06,7
Chai Chee,2017-11-14,5
Chai Chee,2017-11-20,7
Chai Chee,2017-11-27,4
Chai Chee,2017-12-04,2
Chai Chee,2017-12-18,3
Chai Chee,2017-12-26,3
Chai Chee,2018-02-05,6
Chai Chee,2018-02-12,3
Chai Chee,2018-02-19,1
Chai Chee,2018-03-12,2
Chai Chee,2018-03-20,10
Chai Chee,2018-03-26,4
Chai Chee,2018-04-02,7
Chai Chee,2018-04-09,11
Chai Chee,2018-04-16,5
Chai Chee,2018-04-23,7
Chai Chee,2018-04-30,8
Chai Chee,2018-05-07,10
Chai Chee,2018-05-14,7
Chai Chee,2018-05-21,5
Chai Chee,2018-05-28,10
Chai Chee,2018-06-04,6
Chai Chee,2018-06-11,4
Chai Chee,2018-06-18,2
Chai Chee,2018-06-25,1
Chai Chee,2018-07-02,2
Chai Chee,2018-07-09,3
Chai Chee,2018-08-20,4
Chai Chee,2018-08-27,4
Chai Chee,2018-09-03,2
Chai Chee,2018-10-01,1
Chai Chee,2018-10-15,3
Chai Chee,2018-10-22,7
Chai Chee,2018-10-29,8
Chai Chee,2018-11-05,17
Chai Chee,2018-11-16,11
Chai Chee,2018-11-19,12
Chai Chee,2018-11-26,12
Chai Chee,2018-12-03,17
Chai Chee,2018-12-10,20
Chai Chee,2018-12-17,16
Chai Chee,2018-12-24,23
Chai Chee,2018-12-31,43
Chai Chee,2019-01-07,45
Chai Chee,2019-01-14,56
Chai Chee,2019-01-21,47
Chai Chee,2019-01-29,61
Chai Chee,2019-04-03,16
Chai Chee,2019-04-09,15
Chai Chee,2019-04-16,28
Chai Chee,2019-04-23,16
Chai Chee,2019-04-29,8
Chai Chee,2019-05-06,35
Chai Chee,2019-05-13,72
Chai Chee,2019-05-22,84
Chai Chee,2019-05-27,83
Chai Chee,2019-06-03,112
Chai Chee,2019-06-10,119
Chai Chee,2019-06-19,100
Chai Chee,2019-06-26,128
Chai Chee,2019-07-02,139
Chai Chee,2019-07-08,187
Chai Chee,2019-07-16,219
Chai Chee,2019-07-26,173
Chai Chee,2019-08-08,113
Chai Chee,2019-08-16,95
Chai Chee,2019-08-23,88
Chai Chee,2019-08-30,79
Chai Chee,2019-09-06,42
Chai Chee,2019-09-13,42
Chai Chee,2019-09-20,64
Chai Chee,2019-09-27,51
Chai Chee,2019-10-04,43
Chai Chee,2019-10-11,37
Chai Chee,2019-10-18,31
Chai Chee,2019-10-25,35
Chai Chee,2019-11-01,40
Chai Chee,2019-11-08,26
Chai Chee,2019-11-15,46
Chai Chee,2019-11-22,54
Chai Chee,2019-11-29,30
Chai Chee,2019-12-06,28
Chai Chee,2019-12-13,38
Chai Chee,2019-12-20,25
Chai Chee,2019-12-27,14
Chai Chee,2020-01-03,29
Chai Chee,2020-01-10,34
Chai Chee,2020-01-17,25
Chai Chee,2020-01-24,34
Chai Chee,2020-01-31,30
Chai Chee,2020-02-07,15
Chai Chee,2020-02-14,20
Chai Chee,2020-02-21,30
Chai Chee,2020-02-28,18
Chai Chee,2020-03-06,32
Chai Chee,2020-03-13,38
Chai Chee,2020-03-20,25
Chai Chee,2020-03-27,16
Chai Chee,2020-04-03,17
Chai Chee,2020-04-09,19
Chai Chee,2020-04-17,37
Chai Chee,2020-04-24,42
Chai Chee,2020-04-30,38
Chai Chee,2020-05-08,27
Chai Chee,2020-05-15,30
Chai Chee,2020-05-22,28
Chai Chee,2020-05-29,44
Chai Chee,2020-06-05,87
Chai Chee,2020-07-03,259
Chai Chee,2020-08-07,356
Chai Chee,2020-09-18,149
Chai Chee,2020-11-06,84
Changi,2013-08-13,-1
Changi,2013-08-21,-1
Changi,2013-08-30,-2
Changi,2013-09-06,-1
Changi,2013-09-13,-1
Changi,2013-11-25,3
Changi,2014-01-06,1
Changi,2014-06-03,29
Changi,2014-06-13,41
Changi,2014-07-01,23
Changi,2014-07-21,4
Changi,2014-07-25,7
Changi,2014-07-29,9
Changi,2014-08-01,12
Changi,2014-08-05,6
Changi,2014-08-08,9
Changi,2014-08-12,8
Changi,2014-08-15,6
Changi,2014-09-26,3
Changi,2014-09-29,2
Changi,2014-10-03,4
Changi,2014-10-07,3
Changi,2014-10-10,2
Changi,2014-10-13,1
Changi,2014-10-17,2
Changi,2015-01-07,2
Changi,2015-01-09,2
Changi,2015-02-23,1
Changi,2015-03-20,2
Changi,2015-03-23,2
Changi,2015-03-27,2
Changi,2015-03-30,1
Changi,2015-04-10,3
Changi,2015-04-13,2
Changi,2015-04-17,4
Changi,2015-07-03,5
Changi,2015-07-16,4
Changi,2015-08-06,2
Changi,2015-08-11,2
Changi,2015-08-14,3
Changi,2015-08-17,1
Changi,2015-08-25,1
Changi,2015-08-28,3
Changi,2015-08-31,1
Changi,2015-09-04,1
Changi,2015-09-07,1
Changi,2015-09-18,3
Changi,2015-10-02,2
Changi,2015-10-05,2
Changi,2016-03-01,2
Changi,2016-03-07,2
Changi,2016-03-29,1
Changi,2016-04-04,1
Changi,2016-04-11,2
Changi,2016-05-03,2
Changi,2016-06-20,3
Changi,2016-06-30,3
Changi,2016-07-04,1
Changi,2016-07-12,3
Changi,2016-07-18,2
Changi,2016-07-26,3
Changi,2016-08-01,6
Changi,2016-08-10,4
Changi,2016-08-16,3
Changi,2016-08-23,7
Changi,2016-08-29,6
Changi,2016-09-05,4
Changi,2016-09-13,2
Changi,2016-09-19,1
Changi,2016-09-26,2
Changi,2016-10-03,1
Changi,2016-10-10,1
Changi,2016-10-17,1
Changi,2016-11-14,5
Changi,2016-11-21,1
Changi,2019-01-07,4
Changi,2019-01-14,4
Changi,2019-01-21,4
Changi,2019-01-29,7
Changi,2019-05-06,3
Changi,2019-07-08,6
Changi,2019-07-16,6
Changi,2019-07-26,7
Changi,2019-08-08,19
Changi,2019-08-16,26
Changi,2019-08-23,20
Changi,2019-08-30,21
Changi,2019-09-06,12
Changi,2019-09-13,13
Changi,2019-09-20,5
Changi,2019-09-27,9
Changi,2019-10-04,5
Changi,2019-10-11,4
Changi,2019-10-18,3
Changi,2019-10-25,2
Changi,2019-11-15,2
Changi,2019-11-22,2
Changi,2020-01-24,2
Changi,2020-04-24,2
Changi,2020-04-30,2
Changi,2020-07-03,2
Changi,2020-08-07,7
Changi,2020-09-18,2
Choa Chu Kang (Central),2013-05-23,-3
Choa Chu Kang (Central),2013-05-27,-3
Choa Chu Kang (Central),2013-06-11,-4
Choa Chu Kang (Central),2013-06-17,-4
Choa Chu Kang (Central),2013-06-24,-4
Choa Chu Kang (Central),2013-07-04,-4
Choa Chu Kang (Central),2013-07-08,-5
Choa Chu Kang (Central),2013-07-18,-2
Choa Chu Kang (Central),2013-07-26,-2
Choa Chu Kang (Central),2013-08-07,-1
Choa Chu Kang (Central),2013-08-13,-1
Choa Chu Kang (Central),2013-08-21,-1
Choa Chu Kang (Central),2013-08-30,-3
Choa Chu Kang (Central),2013-09-06,-2
Choa Chu Kang (Central),2013-09-13,-3
Choa Chu Kang (Central),2013-10-30,-3
Choa Chu Kang (Central),2013-11-04,-4
Choa Chu Kang (Central),2013-11-11,-3
Choa Chu Kang (Central),2013-11-18,-3
Choa Chu Kang (Central),2013-11-25,3
Choa Chu Kang (Central),2013-12-09,7
Choa Chu Kang (Central),2013-12-16,3
Choa Chu Kang (Central),2013-12-24,6
Choa Chu Kang (Central),2013-12-31,5
Choa Chu Kang (Central),2014-01-06,2
Choa Chu Kang (Central),2014-01-10,6
Choa Chu Kang (Central),2014-01-17,4
Choa Chu Kang (Central),2014-02-04,3
Choa Chu Kang (Central),2014-05-12,4
Choa Chu Kang (Central),2014-07-01,16
Choa Chu Kang (Central),2014-07-14,240
Choa Chu Kang (Central),2014-07-21,235
Choa Chu Kang (Central),2014-07-25,221
Choa Chu Kang (Central),2014-07-29,101
Choa Chu Kang (Central),2014-08-01,90
Choa Chu Kang (Central),2014-08-05,51
Choa Chu Kang (Central),2014-08-08,30
Choa Chu Kang (Central),2014-08-12,24
Choa Chu Kang (Central),2014-08-15,20
Choa Chu Kang (Central),2014-09-22,2
Choa Chu Kang (Central),2014-09-26,12
Choa Chu Kang (Central),2014-09-29,11
Choa Chu Kang (Central),2014-10-03,12
Choa Chu Kang (Central),2014-10-07,10
Choa Chu Kang (Central),2014-10-10,15
Choa Chu Kang (Central),2014-10-13,10
Choa Chu Kang (Central),2014-10-17,12
Choa Chu Kang (Central),2014-11-24,4
Choa Chu Kang (Central),2014-11-28,2
Choa Chu Kang (Central),2014-12-01,1
Choa Chu Kang (Central),2014-12-05,1
Choa Chu Kang (Central),2014-12-09,1
Choa Chu Kang (Central),2014-12-12,2
Choa Chu Kang (Central),2014-12-15,2
Choa Chu Kang (Central),2014-12-19,2
Choa Chu Kang (Central),2014-12-22,2
Choa Chu Kang (Central),2015-01-07,3
Choa Chu Kang (Central),2015-01-09,5
Choa Chu Kang (Central),2015-01-12,4
Choa Chu Kang (Central),2015-01-19,5
Choa Chu Kang (Central),2015-01-26,2
