,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,region
11,12 May,3.2,2.4,2.6,2.6,28.7,31.5,26.7,3.8,22.4,2021,Sentosa Island
12,13 May,0.0,0.0,0.0,0.0,29.5,32.7,27.1,4.9,28.9,2021,Sentosa Island
13,14 May,12.4,12.0,12.4,12.4,28.8,30.2,27.2,4.4,25.2,2021,Sentosa Island
14,15 May,39.8,23.0,33.6,36.4,28.1,31.8,24.3,4.8,44.3,2021,Sentosa Island
15,16 May,0.0,0.0,0.0,0.0,29.8,34.2,27.1,4.0,19.4,2021,Sentosa Island
16,17 May,0.4,0.2,0.2,0.2,29.4,31.3,27.5,4.4,29.1,2021,Sentosa Island
17,18 May,45.4,14.0,18.0,23.2,27.2,30.2,24.8,5.5,31.3,2021,Sentosa Island
18,19 May,0.0,0.0,0.0,0.0,28.6,30.8,26.8,3.5,19.1,2021,Sentosa Island
19,20 May,0.0,0.0,0.0,0.0,29.5,32.5,26.9,4.0,18.0,2021,Sentosa Island
20,21 May,12.8,7.0,9.4,12.2,28.5,33.3,24.7,4.8,34.3,2021,Sentosa Island
21,22 May,0.0,0.0,0.0,0.0,28.1,30.0,26.1,5.9,27.8,2021,Sentosa Island
22,23 May,0.0,0.0,0.0,0.0,29.9,33.1,28.1,6.1,18.7,2021,Sentosa Island
23,24 May,0.0,0.0,0.0,0.0,30.5,34.1,28.2,6.3,24.1,2021,Sentosa Island
24,25 May,0.0,0.0,0.0,0.0,30.6,34.3,28.4,7.0,25.6,2021,Sentosa Island
25,26 May,0.2,0.2,0.2,0.2,30.1,33.9,29.0,6.3,22.6,2021,Sentosa Island
26,27 May,0.0,0.0,0.0,0.0,30.0,34.1,28.7,5.3,22.0,2021,Sentosa Island
27,28 May,0.0,0.0,0.0,0.0,29.4,32.6,27.2,4.4,27.4,2021,Sentosa Island
28,29 May,4.4,3.4,3.4,3.4,28.5,30.3,25.6,4.6,25.9,2021,Sentosa Island
29,30 May,0.0,0.0,0.0,0.0,29.5,33.3,27.8,4.6,22.0,2021,Sentosa Island
30,31 May,14.2,10.2,13.2,14.2,28.8,32.2,24.4,3.2,32.0,2021,Sentosa Island
0,1 Apr,0.0,0.0,0.0,0.0,31.1,33.7,28.9,8.9,36.7,2021,Sentosa Island
1,2 Apr,13.6,7.2,7.2,7.2,29.4,34.1,24.7,4.3,28.9,2021,Sentosa Island
2,3 Apr,4.6,4.0,4.2,4.2,28.4,32.9,25.6,4.3,27.4,2021,Sentosa Island
3,4 Apr,25.6,13.4,14.2,19.0,28.2,33.6,24.0,4.9,29.4,2021,Sentosa Island
4,5 Apr,17.2,11.2,16.0,16.4,27.6,32.1,24.6,3.9,31.7,2021,Sentosa Island
5,6 Apr,13.0,11.8,12.8,13.0,28.2,31.6,25.8,4.1,32.4,2021,Sentosa Island
6,7 Apr,0.0,0.0,0.0,0.0,29.2,33.0,25.9,5.6,32.0,2021,Sentosa Island
7,8 Apr,0.0,0.0,0.0,0.0,28.9,33.0,26.1,4.9,21.3,2021,Sentosa Island
8,9 Apr,25.0,19.8,22.8,22.8,28.1,32.9,24.3,4.2,37.0,2021,Sentosa Island
9,10 Apr,0.0,0.0,0.0,0.0,29.1,32.3,26.0,5.1,25.2,2021,Sentosa Island
10,11 Apr,0.0,0.0,0.0,0.0,29.6,32.9,27.1,6.3,33.9,2021,Sentosa Island
11,12 Apr,1.6,1.4,1.4,1.6,28.9,32.5,25.0,6.1,37.0,2021,Sentosa Island
12,13 Apr,0.0,0.0,0.0,0.0,29.4,33.6,27.6,4.9,19.8,2021,Sentosa Island
13,14 Apr,3.4,1.8,3.0,3.4,28.8,32.3,24.3,4.9,26.7,2021,Sentosa Island
14,15 Apr,6.8,2.8,3.4,4.0,27.5,32.3,25.2,3.4,24.8,2021,Sentosa Island
15,16 Apr,2.2,2.2,2.2,2.2,28.3,30.6,25.9,3.8,21.7,2021,Sentosa Island
16,17 Apr,87.4,47.6,57.2,66.6,26.5,33.4,22.9,3.6,32.8,2021,Sentosa Island
17,18 Apr,0.0,0.0,0.0,0.0,28.5,32.1,25.4,5.2,21.3,2021,Sentosa Island
18,19 Apr,0.0,0.0,0.0,0.0,28.6,31.6,26.2,4.9,40.0,2021,Sentosa Island
19,20 Apr,0.0,0.0,0.0,0.0,29.2,32.4,26.6,5.7,24.1,2021,Sentosa Island
20,21 Apr,0.0,0.0,0.0,0.0,29.5,32.4,27.7,5.5,21.7,2021,Sentosa Island
21,22 Apr,0.4,0.2,0.4,0.4,28.3,31.2,27.0,5.4,25.6,2021,Sentosa Island
22,23 Apr,0.0,0.0,0.0,0.0,29.1,31.7,26.1,5.7,26.3,2021,Sentosa Island
23,24 Apr,56.2,25.8,37.8,45.2,27.1,28.9,24.3,5.0,40.0,2021,Sentosa Island
24,25 Apr,0.0,0.0,0.0,0.0,29.6,33.6,26.6,4.5,18.3,2021,Sentosa Island
25,26 Apr,38.0,23.2,37.4,38.0,28.6,35.5,24.5,5.2,28.5,2021,Sentosa Island
26,27 Apr,0.0,0.0,0.0,0.0,28.7,31.6,26.1,4.1,17.6,2021,Sentosa Island
27,28 Apr,0.0,0.0,0.0,0.0,29.5,34.1,26.6,4.6,22.6,2021,Sentosa Island
28,29 Apr,0.0,0.0,0.0,0.0,29.9,35.4,27.7,5.6,31.7,2021,Sentosa Island
29,30 Apr,0.0,0.0,0.0,0.0,29.1,33.2,27.8,4.6,26.3,2021,Sentosa Island
0,1 Mar,0.0,0.0,0.0,0.0,28.5,33.2,26.2,7.3,28.5,2021,Sentosa Island
1,2 Mar,0.0,0.0,0.0,0.0,29.2,33.5,26.4,6.0,30.6,2021,Sentosa Island
2,3 Mar,0.0,0.0,0.0,0.0,29.6,35.1,26.6,5.4,26.7,2021,Sentosa Island
3,4 Mar,0.0,0.0,0.0,0.0,29.4,33.8,26.7,6.0,27.4,2021,Sentosa Island
4,5 Mar,0.0,0.0,0.0,0.0,29.2,32.6,27.1,6.9,33.9,2021,Sentosa Island
5,6 Mar,3.2,3.2,3.2,3.2,29.2,34.7,26.4,5.4,29.1,2021,Sentosa Island
6,7 Mar,39.8,13.8,19.6,22.8,26.6,31.5,24.3,4.9,41.1,2021,Sentosa Island
7,8 Mar,0.2,0.2,0.2,0.2,27.9,32.1,24.1,4.9,23.7,2021,Sentosa Island
8,9 Mar,0.0,0.0,0.0,0.0,29.0,34.4,26.2,6.0,29.8,2021,Sentosa Island
9,10 Mar,0.0,0.0,0.0,0.0,29.4,35.4,25.9,5.5,27.0,2021,Sentosa Island
10,11 Mar,0.0,0.0,0.0,0.0,29.3,34.0,26.2,5.2,25.2,2021,Sentosa Island
11,12 Mar,0.0,0.0,0.0,0.0,27.8,31.8,26.1,4.3,25.6,2021,Sentosa Island
12,13 Mar,12.4,11.8,12.4,12.4,27.7,31.9,25.7,4.5,25.2,2021,Sentosa Island
13,14 Mar,1.4,1.4,1.4,1.4,28.2,31.5,26.3,4.9,20.6,2021,Sentosa Island
14,15 Mar,6.4,6.2,6.4,6.4,28.3,34.2,24.0,5.2,38.5,2021,Sentosa Island
15,16 Mar,0.0,0.0,0.0,0.0,28.6,31.6,26.2,6.0,28.5,2021,Sentosa Island
16,17 Mar,5.6,5.4,5.6,5.6,27.8,31.1,25.6,4.3,20.2,2021,Sentosa Island
17,18 Mar,14.6,12.2,14.4,14.4,27.9,32.0,24.2,5.5,27.8,2021,Sentosa Island
18,19 Mar,0.2,0.2,0.2,0.2,29.0,33.2,26.4,5.2,19.8,2021,Sentosa Island
